timestamp,cooling_load_tons,chilled_water_supply_temp_c,chilled_water_return_temp_c,chilled_water_flow_rate_gpm,outdoor_ambient_temp_c,outdoor_humidity_pct,condenser_water_temp_c,condenser_pressure_kpa,power_consumption_kw,operational_fault_flag,fault_description
2026-03-01 16:00:00,471.7,7.12,12.84,1136.7,27.5,55.7,34.7,1080.8,280.39,0,Normal
2026-03-01 16:15:00,457.2,6.26,11.55,1090.4,27.8,50.5,34.0,1045.8,287.23,0,Normal
2026-03-01 16:30:00,400.4,6.96,12.6,940.1,25.1,56.9,34.6,1072.2,241.22,0,Normal
2026-03-01 16:45:00,404.5,6.91,12.51,998.3,26.2,55.0,34.3,1077.7,240.69,0,Normal
2026-03-01 17:00:00,404.4,6.65,12.3,992.2,24.7,56.9,33.8,1029.2,235.65,0,Normal
2026-03-01 17:15:00,365.5,6.82,12.22,864.7,22.7,66.0,39.6,1266.7,330.96,1,condenser_fouling
2026-03-01 17:30:00,380.8,7.06,13.39,928.2,23.7,66.8,32.6,1020.0,225.07,0,Normal
2026-03-01 17:45:00,396.1,7.01,12.94,912.9,24.9,66.1,34.7,1088.4,242.8,0,Normal
2026-03-01 18:00:00,300.4,6.3,11.39,725.5,21.9,60.6,33.5,1029.3,172.23,0,Normal
2026-03-01 18:15:00,285.5,6.99,12.42,696.5,23.8,65.0,33.7,1036.2,157.71,0,Normal
2026-03-01 18:30:00,327.6,6.68,11.98,828.9,17.0,72.5,32.6,1027.6,198.34,0,Normal
2026-03-01 18:45:00,338.0,6.73,11.95,792.0,21.6,69.5,32.7,1014.5,211.59,0,Normal
2026-03-01 19:00:00,314.2,6.73,11.82,722.2,19.9,79.5,32.5,1020.6,176.85,0,Normal
2026-03-01 19:15:00,356.3,6.65,12.27,832.8,18.8,73.0,32.3,990.2,222.12,0,Normal
2026-03-01 19:30:00,286.5,7.12,12.32,654.3,18.9,73.4,32.3,1047.8,169.64,0,Normal
2026-03-01 19:45:00,337.3,6.67,12.39,843.0,15.3,72.6,31.3,972.5,195.35,0,Normal
2026-03-01 20:00:00,304.9,6.31,11.97,770.4,17.4,75.5,31.3,987.3,174.28,0,Normal
2026-03-01 20:15:00,363.0,6.56,12.43,879.2,17.8,75.5,33.2,1032.3,205.26,0,Normal
2026-03-01 20:30:00,369.8,6.76,12.09,918.1,19.0,80.0,34.5,1091.4,232.06,0,Normal
2026-03-01 20:45:00,300.8,7.13,12.65,725.3,15.6,82.0,38.2,1221.8,301.83,1,condenser_fouling
2026-03-01 21:00:00,306.3,6.91,12.48,732.6,15.0,76.0,31.8,1034.1,171.95,0,Normal
2026-03-01 21:15:00,341.5,6.4,11.77,811.2,15.0,74.7,29.9,973.8,202.44,0,Normal
2026-03-01 21:30:00,310.3,7.57,12.8,737.0,16.6,73.5,32.2,1019.1,164.79,0,Normal
2026-03-01 21:45:00,318.9,6.79,12.63,726.6,15.4,83.7,32.5,1003.4,175.39,0,Normal
2026-03-01 22:00:00,320.6,7.15,12.64,776.1,15.0,77.9,31.7,1009.5,185.34,0,Normal
2026-03-01 22:15:00,272.0,6.65,12.15,651.8,15.1,74.3,30.7,970.3,158.72,0,Normal
2026-03-01 22:30:00,319.7,6.89,12.12,785.8,15.0,85.0,29.2,966.6,182.75,0,Normal
2026-03-01 22:45:00,302.8,6.99,12.09,729.0,15.4,93.9,31.9,992.0,305.64,1,power_surge
2026-03-01 23:00:00,307.7,7.13,12.4,734.3,15.0,84.3,31.0,984.6,356.48,1,power_surge
2026-03-01 23:15:00,356.1,7.07,12.55,832.8,15.0,88.0,31.0,830.2,307.75,1,refrigerant_leak
2026-03-01 23:30:00,288.6,7.01,12.12,694.4,15.0,85.2,31.7,985.9,165.41,0,Normal
2026-03-01 23:45:00,340.3,6.59,12.07,835.2,15.0,84.6,31.2,1001.5,190.68,0,Normal
2026-03-02 00:00:00,313.0,6.5,11.5,722.7,15.0,88.7,31.2,998.5,182.49,0,Normal
2026-03-02 00:15:00,313.0,6.82,11.96,753.4,15.0,83.8,30.6,996.2,184.03,0,Normal
2026-03-02 00:30:00,339.8,7.03,12.67,821.2,15.0,85.9,31.0,960.9,204.72,0,Normal
2026-03-02 00:45:00,328.5,6.62,12.23,770.5,15.0,85.9,32.5,1035.1,181.94,0,Normal
2026-03-02 01:00:00,334.3,7.07,12.44,787.5,15.0,81.6,30.8,1018.8,188.99,0,Normal
2026-03-02 01:15:00,344.2,7.21,12.44,831.9,15.0,87.9,31.4,987.7,201.62,0,Normal
2026-03-02 01:30:00,311.7,6.38,11.55,719.8,15.0,82.8,31.0,1015.1,185.29,0,Normal
2026-03-02 01:45:00,304.7,6.41,11.72,740.0,15.0,79.9,31.4,991.5,177.56,0,Normal
2026-03-02 02:00:00,292.9,6.65,12.2,680.5,15.0,84.5,31.9,984.7,175.49,0,Normal
2026-03-02 02:15:00,299.4,6.81,12.44,745.0,15.5,78.0,28.8,934.6,160.25,0,Normal
2026-03-02 02:30:00,393.7,6.52,11.98,1003.4,18.1,81.0,33.4,1054.6,248.23,0,Normal
2026-03-02 02:45:00,351.1,7.17,12.39,821.2,15.9,80.0,32.7,1010.3,214.01,0,Normal
2026-03-02 03:00:00,286.2,6.85,12.29,700.3,16.4,83.5,31.2,982.0,154.41,0,Normal
2026-03-02 03:15:00,286.9,6.71,11.88,670.5,16.3,80.1,31.0,994.5,156.69,0,Normal
2026-03-02 03:30:00,332.0,6.2,11.53,822.9,15.0,77.1,30.6,977.0,183.23,0,Normal
2026-03-02 03:45:00,333.7,6.24,12.04,769.2,17.2,79.4,31.5,1006.1,200.54,0,Normal
2026-03-02 04:00:00,333.7,6.8,12.47,812.9,17.8,80.6,32.7,1025.6,186.54,0,Normal
2026-03-02 04:15:00,313.6,5.95,11.42,730.9,21.9,76.1,32.4,1023.8,183.89,0,Normal
2026-03-02 04:30:00,316.9,7.05,12.17,755.3,18.5,72.7,31.2,984.9,185.98,0,Normal
2026-03-02 04:45:00,328.2,6.64,12.15,761.9,19.7,66.2,33.4,1041.6,195.54,0,Normal
2026-03-02 05:00:00,322.1,7.84,13.55,793.7,19.7,65.9,37.9,1208.7,301.77,1,condenser_fouling
2026-03-02 05:15:00,264.5,7.51,12.74,613.9,18.6,67.7,32.8,1044.0,273.63,1,power_surge
2026-03-02 05:30:00,314.3,6.64,12.4,768.0,22.6,65.2,33.7,1034.4,193.24,0,Normal
2026-03-02 05:45:00,298.7,6.66,12.38,708.3,22.6,65.6,32.0,1024.0,169.84,0,Normal
2026-03-02 06:00:00,324.4,7.05,12.91,775.7,23.2,65.2,34.2,1050.9,192.18,0,Normal
2026-03-02 06:15:00,411.6,7.3,13.0,991.6,21.2,65.8,32.7,1026.2,243.12,0,Normal
2026-03-02 06:30:00,363.1,6.13,11.8,852.5,25.2,62.1,34.0,1042.5,221.06,0,Normal
2026-03-02 06:45:00,362.9,6.07,11.95,876.2,21.6,63.0,32.9,1013.0,217.32,0,Normal
2026-03-02 07:00:00,410.3,6.48,12.21,1023.1,25.1,60.1,34.5,1035.0,243.45,0,Normal
2026-03-02 07:15:00,415.6,6.9,12.41,978.1,28.0,50.7,35.2,1061.6,251.46,0,Normal
2026-03-02 07:30:00,430.0,6.87,12.42,1061.3,23.8,53.6,33.9,1044.5,257.99,0,Normal
2026-03-02 07:45:00,450.2,7.07,12.83,1117.9,24.9,55.6,34.0,1053.8,258.52,0,Normal
2026-03-02 08:00:00,501.4,6.28,11.76,1183.0,26.4,50.2,32.8,1040.2,294.82,0,Normal
2026-03-02 08:15:00,436.2,5.89,11.53,1010.4,26.0,56.3,33.8,1040.2,268.0,0,Normal
2026-03-02 08:30:00,490.1,7.0,13.05,1183.8,24.8,58.9,36.0,1080.8,291.94,0,Normal
2026-03-02 08:45:00,468.3,6.41,18.82,603.1,27.7,56.7,35.6,1063.4,298.63,1,flow_choke
2026-03-02 09:00:00,517.7,5.99,12.21,1289.3,26.4,50.0,35.8,1096.5,332.82,0,Normal
2026-03-02 09:15:00,492.5,6.75,12.82,1182.9,29.1,55.9,36.0,1114.7,294.72,0,Normal
2026-03-02 09:30:00,515.8,6.98,12.69,1218.0,27.4,49.7,34.5,1080.4,322.33,0,Normal
2026-03-02 09:45:00,528.8,6.66,12.65,1240.5,31.4,47.0,36.0,1104.6,326.4,0,Normal
2026-03-02 10:00:00,569.6,6.54,12.48,1394.2,28.2,45.2,34.3,1066.4,348.35,0,Normal
2026-03-02 10:15:00,576.1,6.64,12.9,1368.5,29.1,45.9,33.4,1063.4,340.19,0,Normal
2026-03-02 10:30:00,529.1,6.57,12.67,1270.9,31.1,45.0,35.6,1090.3,333.66,0,Normal
2026-03-02 10:45:00,567.6,6.23,11.81,1386.1,28.2,46.7,35.4,1090.8,353.98,0,Normal
2026-03-02 11:00:00,553.4,6.45,12.5,1316.1,30.6,46.3,35.0,1067.1,332.42,0,Normal
2026-03-02 11:15:00,543.5,6.88,12.72,1303.4,32.3,45.4,36.0,1073.6,493.47,1,power_surge
2026-03-02 11:30:00,572.4,6.81,12.78,1373.2,28.0,46.9,35.0,1063.1,337.42,0,Normal
2026-03-02 11:45:00,571.7,6.76,12.52,1389.2,30.8,49.8,35.1,1074.5,350.77,0,Normal
2026-03-02 12:00:00,640.7,6.35,12.87,1552.4,30.9,48.8,35.4,1082.9,400.05,0,Normal
2026-03-02 12:15:00,590.3,6.64,12.88,1411.1,31.7,39.1,34.6,1091.9,363.7,0,Normal
2026-03-02 12:30:00,543.3,5.94,11.64,1305.6,28.6,35.0,33.0,1030.6,325.05,0,Normal
2026-03-02 12:45:00,560.9,6.76,12.35,1336.8,28.4,49.1,33.7,1061.4,326.51,0,Normal
2026-03-02 13:00:00,596.7,7.2,13.1,1395.1,31.0,40.2,34.4,1054.0,353.49,0,Normal
2026-03-02 13:15:00,618.4,6.18,12.33,1490.6,30.5,45.2,36.0,1089.3,394.76,0,Normal
2026-03-02 13:30:00,520.6,6.49,12.4,1296.6,30.2,41.8,34.2,1035.7,311.4,0,Normal
2026-03-02 13:45:00,506.2,6.82,12.94,1192.8,30.1,39.9,34.9,1058.2,309.08,0,Normal
2026-03-02 14:00:00,591.9,7.14,13.32,1401.3,28.3,49.8,34.3,1066.2,347.27,0,Normal
2026-03-02 14:15:00,545.9,6.54,12.68,1288.4,29.4,51.4,36.0,1094.1,341.37,0,Normal
2026-03-02 14:30:00,504.6,6.46,12.35,1229.1,29.2,46.8,35.9,1106.6,309.42,0,Normal
2026-03-02 14:45:00,528.8,6.01,11.52,1280.4,27.3,39.6,34.2,1057.0,330.55,0,Normal
2026-03-02 15:00:00,438.0,6.74,12.36,1047.1,30.8,48.7,36.0,1088.7,277.17,0,Normal
2026-03-02 15:15:00,491.5,7.41,13.46,1156.7,28.3,53.4,34.8,1101.0,292.42,0,Normal
2026-03-02 15:30:00,486.5,6.8,12.56,1169.8,25.4,46.9,32.2,1011.4,284.12,0,Normal
2026-03-02 15:45:00,487.6,6.69,12.59,1131.0,27.7,54.6,36.0,1111.4,297.44,0,Normal
2026-03-02 16:00:00,424.7,6.81,12.38,1022.8,24.8,54.9,32.9,1022.2,240.08,0,Normal
2026-03-02 16:15:00,437.1,6.7,12.11,1070.9,26.9,58.5,35.3,1090.3,261.28,0,Normal
2026-03-02 16:30:00,396.4,6.42,11.98,920.0,27.0,57.8,35.6,1099.7,246.63,0,Normal
2026-03-02 16:45:00,410.0,6.99,12.69,945.6,23.5,54.7,32.5,1022.0,243.21,0,Normal
2026-03-02 17:00:00,364.9,6.78,12.14,915.3,25.6,64.6,35.5,1048.8,225.41,0,Normal
2026-03-02 17:15:00,360.5,6.71,12.17,850.0,24.3,60.5,34.4,1059.3,215.76,0,Normal
2026-03-02 17:30:00,329.0,6.36,11.58,818.1,24.3,62.3,35.3,1097.8,210.21,0,Normal
2026-03-02 17:45:00,353.3,7.16,12.94,844.0,25.4,60.0,33.9,1055.7,211.39,0,Normal
2026-03-02 18:00:00,341.5,6.93,19.29,815.5,21.6,63.2,31.8,1009.6,204.04,1,sensor_drift
2026-03-02 18:15:00,314.1,6.51,12.3,764.9,20.3,62.8,31.8,977.0,169.47,0,Normal
2026-03-02 18:30:00,321.0,7.05,12.87,748.2,19.6,66.9,32.3,1004.1,156.31,0,Normal
2026-03-02 18:45:00,283.8,6.53,11.87,684.4,19.1,75.7,32.7,830.3,325.95,1,refrigerant_leak
2026-03-02 19:00:00,312.5,6.43,11.6,740.5,19.7,64.7,31.7,1008.1,171.41,0,Normal
2026-03-02 19:15:00,318.7,6.43,11.35,732.0,19.8,65.0,30.6,995.5,181.63,0,Normal
2026-03-02 19:30:00,385.5,6.08,11.28,933.7,19.2,78.5,33.3,1033.4,229.37,0,Normal
2026-03-02 19:45:00,292.2,6.87,11.91,694.7,19.5,73.0,34.2,1061.1,188.67,0,Normal
2026-03-02 20:00:00,356.6,6.06,11.92,851.9,17.8,72.3,32.2,1011.5,214.24,0,Normal
2026-03-02 20:15:00,344.9,6.27,11.79,797.6,19.5,80.3,33.7,1029.0,209.27,0,Normal
2026-03-02 20:30:00,327.0,5.97,11.52,824.6,16.4,74.8,31.8,970.5,199.57,0,Normal
2026-03-02 20:45:00,364.0,6.67,11.64,895.4,20.5,85.5,34.4,1065.4,223.31,0,Normal
2026-03-02 21:00:00,329.3,6.65,11.81,814.4,16.9,81.9,32.9,1030.2,191.7,0,Normal
2026-03-02 21:15:00,329.7,6.59,12.27,783.7,15.0,78.1,31.3,984.0,199.88,0,Normal
2026-03-02 21:30:00,318.7,6.34,11.84,721.6,15.0,89.5,31.7,976.4,177.63,0,Normal
2026-03-02 21:45:00,350.6,6.29,11.75,890.2,15.7,79.2,30.7,990.5,205.18,0,Normal
2026-03-02 22:00:00,347.4,6.86,12.5,832.3,15.0,85.3,31.4,990.6,188.54,0,Normal
2026-03-02 22:15:00,304.4,6.51,12.32,711.7,15.4,84.1,31.9,1014.9,180.02,0,Normal
2026-03-02 22:30:00,287.0,6.81,12.13,699.3,15.0,88.7,31.6,1027.2,168.2,0,Normal
2026-03-02 22:45:00,314.9,6.39,11.84,785.0,15.0,90.2,32.2,980.5,199.07,0,Normal
2026-03-02 23:00:00,300.0,6.76,12.21,719.4,15.0,84.4,31.9,994.4,162.47,0,Normal
2026-03-02 23:15:00,318.4,7.16,13.19,796.2,15.0,81.6,31.9,1003.7,180.1,0,Normal
2026-03-02 23:30:00,350.9,6.91,11.88,869.3,15.0,86.7,32.7,1045.1,213.4,0,Normal
2026-03-02 23:45:00,308.6,6.56,12.14,713.7,15.0,82.2,31.4,970.4,181.99,0,Normal
2026-03-03 00:00:00,318.9,6.79,12.2,748.6,15.0,93.1,31.1,1018.7,185.48,0,Normal
2026-03-03 00:15:00,321.5,6.62,12.2,795.4,15.0,85.5,37.0,1239.7,281.25,1,condenser_fouling
2026-03-03 00:30:00,341.2,6.7,12.02,751.1,15.0,83.4,31.5,994.8,193.31,0,Normal
2026-03-03 00:45:00,263.8,6.59,11.9,629.5,15.0,85.4,30.1,964.4,160.33,0,Normal
2026-03-03 01:00:00,304.8,6.64,12.23,695.8,15.0,78.9,32.2,1005.2,178.53,0,Normal
2026-03-03 01:15:00,325.3,6.77,13.0,768.8,15.0,80.1,31.3,1008.0,191.08,0,Normal
2026-03-03 01:30:00,350.0,6.35,12.05,832.5,15.0,88.3,32.1,994.5,205.23,0,Normal
2026-03-03 01:45:00,307.7,6.34,11.55,729.5,15.0,80.3,32.3,1018.9,172.19,0,Normal
2026-03-03 02:00:00,273.1,6.21,11.45,641.6,15.2,78.1,30.6,971.6,165.06,0,Normal
2026-03-03 02:15:00,335.5,6.14,11.5,777.8,15.8,83.8,32.3,1002.1,202.64,0,Normal
2026-03-03 02:30:00,304.1,6.27,11.23,787.2,16.9,85.6,32.4,1054.5,198.39,0,Normal
2026-03-03 02:45:00,290.3,6.76,12.05,743.3,17.2,82.9,32.2,1019.0,162.1,0,Normal
2026-03-03 03:00:00,304.4,6.39,11.98,701.5,15.0,83.1,30.8,991.0,182.32,0,Normal
2026-03-03 03:15:00,315.4,6.88,11.99,796.5,15.0,75.2,32.1,1027.1,173.8,0,Normal
2026-03-03 03:30:00,304.9,6.71,12.38,721.7,17.6,71.5,31.3,972.4,177.88,0,Normal
2026-03-03 03:45:00,264.9,6.01,11.46,638.9,18.0,82.1,33.3,1061.2,167.14,0,Normal
2026-03-03 04:00:00,342.4,6.93,12.23,820.2,18.5,73.7,30.7,943.1,179.4,0,Normal
2026-03-03 04:15:00,351.9,6.98,12.45,828.0,24.0,72.8,35.6,1073.4,214.08,0,Normal
2026-03-03 04:30:00,336.3,6.35,12.22,831.7,19.6,78.0,33.9,1042.0,198.67,0,Normal
2026-03-03 04:45:00,291.6,6.85,12.41,702.9,21.0,73.7,33.4,1047.0,168.08,0,Normal
2026-03-03 05:00:00,315.0,6.4,11.83,744.0,21.2,72.0,33.1,1035.6,191.18,0,Normal
2026-03-03 05:15:00,319.8,6.73,12.11,735.0,21.3,77.6,34.1,1051.0,201.75,0,Normal
2026-03-03 05:30:00,335.0,6.26,11.75,781.6,20.4,65.0,34.2,1055.6,202.49,0,Normal
2026-03-03 05:45:00,336.7,6.07,11.42,767.1,22.6,70.0,32.4,1000.9,201.44,0,Normal
2026-03-03 06:00:00,301.6,6.57,11.44,724.3,20.8,65.2,40.5,1253.9,326.48,1,condenser_fouling
2026-03-03 06:15:00,339.1,6.66,12.65,783.8,22.2,64.8,32.4,1028.4,199.78,0,Normal
2026-03-03 06:30:00,365.4,6.56,12.13,870.2,22.4,68.5,33.5,1051.4,210.25,0,Normal
2026-03-03 06:45:00,407.1,6.29,12.0,1011.3,23.8,63.1,33.6,1065.2,253.86,0,Normal
2026-03-03 07:00:00,404.9,6.56,12.16,1001.8,27.7,62.0,35.1,1062.1,250.29,0,Normal
2026-03-03 07:15:00,423.3,6.79,12.26,1015.1,21.9,62.9,32.9,1037.5,253.67,0,Normal
2026-03-03 07:30:00,421.6,6.68,12.28,1009.6,26.3,55.9,33.4,1033.6,245.24,0,Normal
2026-03-03 07:45:00,470.3,6.76,12.1,1175.6,23.3,52.8,33.6,1059.2,277.39,0,Normal
2026-03-03 08:00:00,460.2,6.47,12.76,1117.6,25.5,50.8,32.1,1026.0,269.26,0,Normal
2026-03-03 08:15:00,442.9,7.11,12.49,1054.8,28.4,46.0,34.9,1073.0,256.13,0,Normal
2026-03-03 08:30:00,513.4,6.29,11.86,1196.4,27.3,61.0,34.9,1065.1,301.27,0,Normal
2026-03-03 08:45:00,508.9,6.87,12.58,1231.2,26.0,47.4,32.5,1034.2,294.55,0,Normal
2026-03-03 09:00:00,492.8,7.11,13.22,1203.4,26.9,50.0,34.3,1066.8,300.3,0,Normal
2026-03-03 09:15:00,503.5,6.87,12.68,1192.6,29.4,48.9,33.9,1038.5,296.74,0,Normal
2026-03-03 09:30:00,533.7,6.63,12.19,1288.1,27.6,50.4,34.5,1041.9,315.76,0,Normal
2026-03-03 09:45:00,547.8,6.52,12.72,1305.5,29.4,51.6,34.2,1051.4,325.14,0,Normal
2026-03-03 10:00:00,550.1,7.06,13.15,1315.6,29.4,51.1,35.7,1110.3,333.81,0,Normal
2026-03-03 10:15:00,561.0,6.2,12.26,1284.1,28.6,44.7,33.7,1062.4,335.99,0,Normal
2026-03-03 10:30:00,602.7,6.36,12.54,1441.0,33.1,45.9,36.0,1077.3,392.17,0,Normal
2026-03-03 10:45:00,593.0,6.56,13.15,1447.4,31.0,47.2,36.0,1075.6,376.03,0,Normal
2026-03-03 11:00:00,575.9,7.13,13.63,1366.4,27.2,44.7,33.2,1052.6,348.81,0,Normal
2026-03-03 11:15:00,598.5,6.83,12.66,1437.8,30.6,51.8,35.9,1074.3,378.57,0,Normal
2026-03-03 11:30:00,552.0,6.36,12.67,1305.8,29.4,47.1,33.8,1054.5,324.99,0,Normal
2026-03-03 11:45:00,589.4,6.59,12.67,1423.6,31.8,48.0,36.0,1084.8,355.63,0,Normal
2026-03-03 12:00:00,625.2,6.48,12.66,1495.1,29.3,47.7,36.0,1118.3,379.34,0,Normal
2026-03-03 12:15:00,574.0,6.45,11.98,1354.1,30.3,49.7,36.0,1082.4,367.22,0,Normal
2026-03-03 12:30:00,556.6,7.04,12.91,1369.1,31.2,45.9,35.8,1106.4,337.5,0,Normal
